2.0,-3.0,0.0,0.0,10.0
4.5,-3.0,0.0,10.0,10.0
9.5,1.75,0.0,10.0,10.0
18.0,1.75,0.0,10.0,10.0
23.0,-3.25,0.0,10.0,10.0
23.0,1.5,3.141592653589793,7.0,10.0
17.0,-3.0,3.141592653589793,7.0,7.0
11.5,-3.0,3.141592653589793,10.0,10.0
4.2,3.42,1.9264322110956564,0.0,10.0
