10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
10.0000,10.0000,10.0000,0.0000
6.7251,6.7251,10.0000,0.0000
-8.9758,-8.9758,-8.4056,-0.0000
-10.0000,-10.0000,-10.0000,-0.0000
-10.0000,-10.0000,-10.0000,-0.0000
-10.0000,-10.0000,-10.0000,-0.0000
-10.0000,-10.0000,-10.0000,-0.0000
-15.9390,-4.0610,-10.0000,-0.0000
-8.0180,4.7455,-10.0000,-0.2209
-6.7818,5.8250,-0.4504,-0.0208
-6.8442,5.8385,-0.4829,-0.0337
-7.0261,5.9885,-0.5065,-0.0475
-7.3334,6.2797,-0.5214,-0.0618
-7.7572,6.7005,-0.5282,-0.0763
-8.3156,7.2661,-0.5284,-0.0910
-9.0082,7.9731,-0.5235,-0.1058
-9.8449,8.8278,-0.5153,-0.1210
-10.8040,9.8055,-0.5056,-0.1369
-11.9240,10.9416,-0.4960,-0.1541
-13.1356,12.1635,-0.4883,-0.1734
-14.3792,13.4082,-0.4844,-0.1959
-15.5858,14.6021,-0.4864,-0.2230
-16.5115,15.4953,-0.4971,-0.2572
-16.9559,15.8783,-0.5206,-0.3021
-16.5762,15.3922,-0.5638,-0.3637
-15.0161,13.6498,-0.6396,-0.4532
-12.1041,10.4101,-0.7755,-0.5942
-7.8375,5.4695,-1.0440,-0.8487
-2.6099,0.0128,-1.7190,-1.4493
3.0919,-0.4338,1.2439,1.0610
8.4900,-3.7800,2.3746,1.9975
12.8073,-10.3093,1.2490,1.0105
15.7924,-14.0105,1.2490,0.9495
17.3627,-15.9256,0.8791,0.6155
17.7042,-16.4591,0.7053,0.4473
17.2270,-16.0932,0.6115,0.3469
16.2432,-15.1727,0.5587,0.2807
14.9667,-13.9288,0.5297,0.2339
13.6769,-12.6507,0.5159,0.1990
12.4087,-11.3799,0.5121,0.1716
11.2648,-10.2238,0.5153,0.1491
10.2543,-9.1951,0.5229,0.1298
9.3936,-8.3134,0.5330,0.1125
8.6721,-7.5713,0.5440,0.0964
8.0894,-6.9712,0.5542,0.0812
7.6228,-6.4932,0.5622,0.0663
7.2768,-6.1444,0.5665,0.0517
6.4730,-6.4993,0.5660,0.0374
5.8033,-6.8100,-0.4483,-0.0188
5.6524,-6.7234,-0.5464,-0.0101
5.6375,-6.6970,-0.5265,0.0024
5.7016,-6.7837,-0.5325,0.0147
5.8634,-6.9708,-0.5489,0.0281
6.1271,-7.2471,-0.5585,0.0421
6.5125,-7.6338,-0.5617,0.0567
7.0077,-8.1206,-0.5594,0.0715
7.6386,-8.7358,-0.5526,0.0866
8.3992,-9.4760,-0.5427,0.1022
9.3023,-10.3565,-0.5311,0.1183
10.3433,-11.3754,-0.5193,0.1354
11.5093,-12.5229,-0.5088,0.1540
12.7554,-13.7569,-0.5013,0.1752
14.0324,-15.0317,-0.4988,0.2000
15.1632,-16.1745,-0.5035,0.2305
16.0181,-17.0615,-0.5188,0.2694
16.2468,-17.3517,-0.5500,0.3213
15.5289,-16.7413,-0.6062,0.3944
13.5225,-14.9321,-0.6062,0.4334
9.9583,-11.7173,-0.7056,0.5451
4.7306,-7.2206,-0.8912,0.7288
